CO_PROCEDIMENTO,Descricao,ValorTUNEP,TP_PROCEDIMENTO
408050730,TRATAMENTO CIRURGICO DE PE CAVO,"469,74",H
408050748,TRATAMENTO CIRURGICO DE PE PLANO VALGO,"469,74",H
408050756,TRATAMENTO CIRURGICO DE PE TALO VERTICAL,"602,91",H
408050764,TRATAMENTO CIRURGICO DO PE TORTO CONGENITO,"1.013,60",H
408050772,TRATAMENTO CIRURGICO DO PE TORTO CONGENITO INVETE,"602,91",H
408050780,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","778,16",H
408050799,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.328,99",H
408050802,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.328,99",H
408050810,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.740,16",H
408050829,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","469,72",H
408050837,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.328,99",H
408050845,TRATAMENTO CIRURGICO DE PSEUDARTROSE OU RETARDO,"695,01",H
408050853,TRATAMENTO CIRURGICO DA PSEUDOARTROSE CONGENITA,"1.047,55",H
408050861,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.780,00",H
408050870,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.047,57",H
408050888,TRATAMENTO CIRURGICO DA ROTURA DE MENISCO - SUTURA,"897,87",H
408050896,TRATAMENTO CIRURGICO DA ROTURA DE MENISCO- MENISC,"897,87",H
408050900,TRATAMENTO CIRURGICO DO HALUX RIGIDUS,"469,74",H
408050918,TRATAMENTO CIRURGICO DO HALUX VALGUS SEM OSTEOTO,"694,49",H
408050926,ENXERTIA AUTOLOGA OSTEOCONDRAL (MOSAICOPLASTIA) O,"2.803,82",H
408060018,ALONGAMENTO OU ENCURTAMENTO DE TENDAO,"645,12",H
408060026,OSTEOPLASTIA PARA ALONGAMENTO DE OSSO METACARPIC,"451,96",H
408060034,ALONGAMENTO OU TRANSPORTACAO OSSEA AO NIVEL DO F,"1.740,16",H
408060042,AMPUTACAO DO DEDO (CADA),"439,33",H
408060050,ARTRODESE METATARSO-FALANGIANA OU INTERFALANGIANA,"646,08",H
408060069,ARTROPLASTIA DE RESSECCAO DA CABECA FEMORAL,"2.125,74",H
408060077,ARTROPLASTIA ARTICULACAO METATARSO-FALANGEANA OU,"469,72",H
408060085,EXCISAO DE BURSA PRE-PATELAR OU ANSERINA OU OUTRA A,"819,18",H
408060093,DESCOMPRESSAO (ESVASIAMENTO MEDULAR) POR BROCAG,"1.328,99",H
408060107,DIAFISECTOMIA DE OSSOS LONGOS,"751,36",H
408060115,ENCURTAMENTO DO FEMUR,"1.524,92",H
408060123,EXPLORACAO OU TOALETE ARTICULAR COM OU SEM SINOVE,"1.018,72",H
408060131,EXPLORACAO OU TOALETE ARTICULAR COM OU SEMSINOVEC,"742,72",H
408060140,TRATAMENTO CIRURGICO DA RETRACAO DA APONEVROSE P,"742,72",H
408060158,MANIPULACAO DO QUADRIL SOB ANESTESIA GERAL,"260,80",H
408060166,RESSECCAO DO(S) OSSO(S) DO PE,"728,00",H
408060174,"OSTECTOMIA, CURETAGEM, SEQUESTRECTOMIA OU SAUCER ","1.329,00",H
408060182,OSTEOTOMIA DO CALCANEO,"778,16",H
408060190,"OSTEOTOMIA DO COLO, DA REGIAO TROCANTERICA E SUBTR ","1.711,58",H
408060204,REINSERCAO MUSCULAR,"355,76",H
408060212,RESSECCAO CISTO SINOVIAL,"381,20",H
408060239,RECONSTRUCAO POR MICROCIRURGIA EM TUMOR OSSEO,"3.961,20",H
408060247,RESSECCAO DE TUMOR OSSEO COM ENXERTIA OSSEA,"1.589,56",H
408060255,RESSECAO DE TUMOR OSSEO COM TRANSPORTACAO,"1.907,47",H
408060263,RESSECCAO DE TUMOR OSSEO COM SUBSTITUICAO,"4.482,17",H
408060271,RESSECCAO DE TUMOR OSSEO COM ENXERTIA OSSEA,"1.589,56",H
408060280,RESSECCAO DE TUMOR OSSEO COM ENXERTIA OSSEA,"1.589,56",H
408060298,RESSECCAO DE TUMOR OSSEO COM DESLIZAMENTO,"1.054,40",H
408060301,RESSECCAO MUSCULAR,"645,12",H
408060310,RESSECCAO SIMPLES DE TUMOR OSSEO,"844,41",H
408060328,RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR,"459,00",H
408060336,RETIRADA DE CORPO ESTRANHO INTRA-OSSEO,"475,74",H
408060344,RETIRADA DE OUTROS MATERIAIS USADOS COMO SINTESE C,"265,42",H
408060352,RETIRADA DE FIO OU PINO INTRA-OSSEA (NECESSITANDO CO,"441,28",H
408060360,RETIRADA DE FIXADOR EXTERNO,"265,42",H
408060379,RETIRADA DE PLACA E PARAFUSOS,"458,05",H
408060387,RETIRADA DE PROTESE DE SUBSTITUICAO EM GRANDES ART,"1.688,72",H
408060395,RETIRADA DE PROTESE DE SUBSTITUICAO EM PEQUENAS E M,"664,49",H
408060409,RETIRADA DE FIO OU PINO TRANS-OSSEO,"305,60",H
408060417,RETRACAO CICATRICIAL DOS DEDOS C/COMPROMETIMENTO,"359,68",H
408060425,REVISAO DE COTO AMPUTADO DA MAO,"453,65",H
408060433,TENODESE,"470,52",H
408060441,EXPLORACAO CIRURGICA DE TENDAO,"470,52",H
408060450,TENORRAFIA,"454,52",H
408060468,DESINSERCAO MUSCULAR,"612,93",H
408060476,TENOPLASTIA OU ENXERTO DE TENDAO,"847,00",H
408060484,TENORRAFIA EM TUNEL OSTEO-FIBROSO AO NIVEL DO PUNH,"1.043,32",H
408060492,TRANSPLANTE DO HALUX PARA O POLEGAR,"2.416,45",H
408060506,TRANSPOSICAO DO DEDO,"1.222,18",H
408060514,TRANSPLANTES COM MICROANASTOMOSE VASCULAR MUSC,"2.269,77",H
408060522,TRANSPLANTES COM MICROANASTOMOSE VASCULAR OSTEO,"1.828,51",H
408060530,TRANSPOSICAO DE TENDAO OU TRANSFERENCIA MIOTENDIN,"606,43",H
408060549,TRANSPOSICAO DE TENDAO OU TRANSFERENCIA MIOTENDIN,"772,26",H
408060557,TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA DAS GRA,"735,35",H
408060565,TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA DAS PEQ,"469,72",H
408060573,TRATAMENTO CIRURGICO DO DEDO EM MARTELO OU EM GAR,"569,95",H
408060581,CORRECAO CIRURGICA DE DEFORMIDADE DO QUADRIL POR,"1.922,45",H
408060590,CORRECAO CIRURGICA DA FRATURA VICIOSAMENTE CONSO,"1.768,87",H
408060603,CORRECAO CIRURGICA DE HERNIA MUSCULAR,"355,76",H
408060611,TRATAMENTO CIRURGICO DE INFECCAO EM ARTROPLASTIA D,"586,97",H
408060620,TRATAMENTO CIRURGICO DE INFECCAO EM ARTROPLASTIA D,"1.073,36",H
408060638,TRATAMENTO CIRURGICO DA LUXACAO E FRATURA-LUXACAO,"423,13",H
408060646,"CORRECAO CIRURGICA DE PE EM FENDA, DEDO BIFIDO, MAC ","497,11",H
408060662,TRATAMENTO CIRURGICO DA POLIDACTILIA ARTICULADA,"488,11",H
408060670,TRATAMENTO CIRURGICO DE RETRACAO MUSCULAR AO NIVE,"1.284,63",H
408060697,TRATAMENTO CIRURGICO DA SINDACTILIA MULTIPLA,"813,85",H
408060700,TRATAMENTO CIRURGICO DA SINDACTILIA (DOIS INTRA DIGIT,"710,33",H
409010014,CAPSULECTOMIA RENAL,"1.077,90",H
409010022,CISTECTOMIA PARCIAL,"1.134,90",H
409010030,CISTECTOMIA TOTAL,"2.193,22",H
409010049,CISTECTOMIA TOTAL E DERIVACAO EM UM SO TEMPO,"2.193,22",H
409010057,CISTOENTEROPLASTIA,"2.193,22",H
409010065,CISTOLITOTOMIA,"864,41",H
409010073,CISTOPLASTIA (EXTROFIA VESICAL),"2.193,22",H
409010081,CISTORRAFIA,"876,15",H
409010090,CISTOSTOMIA,"650,67",H
409010120,DIVERTICULECTOMIA VESICAL,"1.100,93",H
409010138,DRENAGEM DE ABSCESSO RENAL OU PERI-RENAL,"1.037,04",H
409010146,RETIRADA DE CALCULO DE PELVE RENAL COM CATETER,"768,75",H
409010170,"COLOCACAO DE CATETER DUPLO ""J"" ","1.019,48",H
409010189,LITOTRIPSIA,"800,00",H
409010197,LOMBOTOMIA,"1.081,38",H
409010200,NEFRECTOMIA PARCIAL,"1.463,98",H
409010219,NEFRECTOMIA TOTAL,"1.571,68",H
409010227,NEFROLITOTOMIA,"1.249,25",H
409010235,NEFROLITOTOMIA PERCUTANEA,"2.270,90",H
409010243,NEFROPEXIA,"1.077,90",H
409010251,NEFROPIELOSTOMIA,"1.327,75",H
409010260,NEFRORRAFIA,"1.181,50",H
409010286,NEFROSTOMIA SEM OU COM DRENAGEM,"1.081,38",H
409010294,NEFROSTOMIA PERCUTANEA,"794,82",H
409010308,NEFROURETERECTOMIA TOTAL,"1.654,79",H
409010316,PIELOLITOTOMIA,"1.385,10",H
409010324,PIELOPLASTIA,"1.288,99",H
409010332,PIELOSTOMIA,"1.110,61",H
409010340,PIELOTOMIA,"1.222,10",H
409010367,RESSECCAO DO TUMOR VESICAL A CEU ABERTO,"1.370,62",H
409010375,RESSECCAO ENDOSCOPICA DA EXTREMIDADE DISTAL DO UR,"1.261,30",H
409010383,RESSECCAO ENDOSCOPICA DE TUMOR VESICAL,"1.033,95",H
409010391,RETIRADA PERCUTANEA DO CALCULO URETERAL COM CATET,"1.130,37",H
409010405,SINFISIOTOMIA DO RIM EM FERRADURA (NEFROPLASTIA),"1.397,09",H
409010413,TRATAMENTO CIRURGICO DA BEXIGA NEUROGENICA,"1.277,55",H
409010430,TRATAMENTO CIRURGICO DA CISTOCELE,"677,70",H
409010456,TRATAMENTO CIRURGICO DA FISTULA VESICO ENTERICA,"1.537,11",H
409010464,TRATAMENTO CIRURGICO DA FISTULA VESICO RETAL,"1.594,43",H
409010472,TRATAMENTO CIRURGICO DE FISTULAS URETERAIS,"1.073,57",H
409010480,CIRURGIA PARA HEMORRAGIA VESICAL (FORMOLIZACAO DA B,"1.329,33",H
409010499,TRATAMENTO CIRURGICO DA INCONTINENCIA URINARIA VIA A,"1.187,47",H
409010502,TRATAMENTO CIRURGICO DO REFLUXO VESICO URETRAL,"1.729,60",H
409010510,TRATAMENTO CIRURGICO DA URETEROCELE,"1.044,41",H
409010529,URETERECTOMIA,"1.010,77",H
409010537,URETEROCISTONEOSTOMIA,"1.508,62",H
409010545,URETEROENTEROPLASTIA,"2.027,66",H
409010553,URETEROENTEROSTOMIA,"2.115,35",H
409010561,URETEROLITOTOMIA,"1.130,37",H
409010570,URETEROPLASTIA,"1.280,77",H
409010588,URETEROSTOMIA CUTANEA,"1.280,77",H
409020010,INCISAO E DRENAGEM DE ABSCESSO PERIURETRAL,"401,92",H
409020028,INCISAO E DRENAGEM DE FLEIMAO URINOSO,"401,92",H
409020044,INJECAO DE GORDURA OU TEFLON PERIURETRAL,"631,79",H
409020052,LIGADURA OU SECCAO DE VASOS ABERRANTES,"983,01",H
409020079,MEATOTOMIA,"391,87",H
409020087,RESSECCAO DA CARUNCULA URETRAL,"400,24",H
409020095,RESSECCAO DE PROLAPSO DA MUCOSA DA URETRA,"400,24",H
409020109,RESSECCAO E FECHAMENTO DE FISTULA URETRAL,"713,99",H
409020125,URETROPLASTIA (RESSECCAO DE CORDA),"467,20",H
409020133,URETEROPLASTIA AUTOGENA,"920,45",H
409020141,URETEROPLASTIA HETEROGENEA,"1.050,71",H
409020150,URETRORRAFIA,"664,48",H
409020168,URETROSTOMIA EXTERNA,"657,75",H
409020176,URETROTOMIA INTERNA,"678,06",H
409030015,INCISAO E DRENAGEM DE ABSCESSO PROSTATICO,"711,77",H
409030023,PROSTECTOMIA SUPRA PUBICA,"693,75",H
409030031,PROSTATOVESICULECTOMIA,"1.902,41",H
409030040,RESSECCAO ENDOSCOPICA DE PROSTATA,"520,45",H
409040010,INCISAO E DRENAGEM DE ABSCESSO DA BOLSA ESCROTAL,"218,31",H
409040037,EPIDIDIMECTOMIA,"634,10",H
409040045,EPIDIDIMECTOMIA COM ESVAZIAMENTO GANGLIONAR,"553,43",H
409040053,ESPERMATOCELECTOMIA,"488,27",H
409040070,EXERESE DE CISTO DO EPIDIDIMO,"488,27",H
409040088,EXERESE DE CISTO DO CORDAO ESPERMATICO,"488,27",H
409040096,EXPLORACAO CIRURGICA DA BOLSA ESCROTAL,"623,75",H
409040118,EPIDIDIMO DEFERENTE NEOSTOMIA,"634,10",H
409040126,ORQUIDOPEXIA BILATERAL,"741,75",H
409040134,ORQUIDOPEXIA UNILATERAL,"693,11",H
409040142,ORQUIECTOMIA BILATERAL,"487,37",H
409040150,ORQUIECTOMIA COM ESVAZIAMENTO GANGLIONAR,"487,37",H
409040169,ORQUIECTOMIA UNILATERAL,"455,16",H
409040177,PLASTICA DA BOLSA ESCROTAL,"623,75",H
409040185,REPARACAO E OPERACAO PLASTICA DO TESTICULO,"741,42",H
409040193,RESSECCAO PARCIAL DA BOLSA ESCROTAL,"623,75",H
409040207,TRATAMENTO CIRURGICO DA ELEFANTIASE DA BOLSA ESCRO,"973,41",H
409040215,TRATAMENTO CIRURGICO DA HIDROCELE,"469,80",H
409040223,TRATAMENTO CIRURGICO DA TORCAO DO TESTICULO OU DO,"741,42",H
409040231,TRATAMENTO CIRURGICO DA VARICOCELE,"520,71",H
409040240,VASECTOMIA PARCIAL OU COMPLETA,"372,28",H
409050016,AMPUTACAO DO PENIS,"1.103,82",H
409050024,EPISPADIA,"1.169,03",H
409050032,HIPOSPADIA ( TEMPO),"1,00",H
409050040,HIPOSPADIA ( TEMPOS),"2,00",H
409050075,PLASTICA TOTAL DO PENIS,"720,38",H
409050083,POSTECTOMIA (CIRCUNCISAO),"369,90",H
409050091,CIRURGIA REPARADORA/RECONSTRUTORA PARA IMPLANTE,"1.138,46",H
409050105,TRATAMENTO CIRURGICO DA ELEFANTIASE DO PENIS,"973,41",H
409050113,TRATAMENTO CIRURGICO DO PRIAPRISMO,"928,88",H
409060011,CERCLAGEM DO COLO UTERINO,"391,85",H
409060020,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR COM AMPU,"959,19",H
409060038,TRAQUELECTOMIA (AMPUTACAO CONIZACAO),"816,33",H
409060046,CURETAGEM SEMIOTICA COM OU SEM DILATACAO DO COLO,"366,05",H
409060054,CURETAGEM UTERINA POR MOLA HIDATIFORME,"366,05",H
409060070,ESVAZIAMENTO UTERINO POS ABORTO POR ASPIRACAO MAN,"218,45",H
409060100,HISTERECTOMIA VAGINAL,"1.518,50",H
409060119,HISTERECTOMIA COM ANEXECTOMIA UNI OU BILATERAL,"1.578,61",H
409060127,HISTERECTOMIA SUBTOTAL,"1.280,45",H
409060135,HISTERECTOMIA TOTAL,"1.518,50",H
409060143,HISTERECTOMIA TOTAL AMPLIADA ( WERTHEIN-MEIGS ),"1.738,48",H
409060151,HISTERECTOMIA VIDEOLAPAROSCOPICA,"1.518,55",H
409060160,LAPAROTOMIA PARA HISTERORRAFIA,"881,91",H
409060178,EXTIRPACAO DE POLIPO UTERINO,"366,05",H
409060186,LAQUEADURA TUBARIA,"1.013,10",H
409060194,MIOMECTOMIA,"1.072,15",H
409060208,MIOMECTOMIA VIDEOLAPAROSCOPICA,"1.127,12",H
409060216,OOFORECTOMIA UNI OU BILATERAL,"1.067,76",H
409060224,RESSECCAO DE VARIZES PELVICAS,"707,48",H
409060232,SALPINGECTOMIA UNI OU BILATERAL,"1.013,10",H
409060240,SALPINGECTOMIA VIDEOLAPAROSCOPICA,"1.013,10",H
409060259,SALPINGOPLASTIA INCLUSIVE REIMPLANTACAO TUBARIA,"1.013,10",H
409060267,SALPINGOPLASTIA VIDEOLAPAROSCOPICA,"1.013,10",H
409060275,TRAQUELOPLASTIA,"816,33",H
409060283,TRATAMENTO CIRURGICO DE FISTULA VESICO UTERINA,"1.221,21",H
409070017,ALARGAMENTO DA ENTRADA VAGINAL,"347,55",H
409070025,COLPECTOMIA,"805,12",H
409070033,COLPOCLEISE,"660,87",H
409070041,COLPOPERINEOCLEISE,"482,86",H
409070050,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR,"822,90",H
409070068,COLPOPLASTIA POSTERIOR,"503,11",H
409070076,COLPOPERINEORRAFIA NAO OBSTETRICA,"503,11",H
409070084,COLPOPLASTIA ANTERIOR,"503,11",H
409070092,COLPOPERINEORRAFIA NAO OBSTETRICA,"503,11",H
409070106,COLPOTOMIA,"465,48",H
409070114,CONSTRUCAO DE VAGINA,"1.304,40",H
409070130,EPISIOPERINEORRAFIA NAO OBSTETRICA,"450,36",H
409070149,EXERESE DE CISTO VAGINAL,"465,48",H
409070157,BARTOLINECTOMIA,"742,04",H
409070190,MARSUPIALIZACAO DE GLANDULA DE BARTOLINI,"347,55",H
409070203,OPERACAO DE BURCH,"1.089,95",H
409070211,RECONSTRUCAO DA VAGINA,"1.304,40",H
409070220,TRATAMENTO CIRURGICO DA COAPTACAO DE NINFAS,"347,55",H
409070238,TRATAMENTO CIRURGICO DA FISTULA RETO VAGINAL,"910,47",H
409070246,TRATAMENTO CIRURGICO DA FISTULA URETRO VAGINAL,"1.216,77",H
409070254,TRATAMENTO CIRURGICO DE FISTULA VESICO VAGINAL,"2.193,22",H
409070262,TRATAMENTO CIRURGICO DA HIPERTROFIA DOS PEQUENOS,"347,55",H
409070270,TRATAMENTO CIRURGICO DA INCONTINENCIA URINARIA POR,"988,47",H
409070289,TRATAMENTO CIRURGICO DA VAGINA SEPTADA OU ATRESICA,"1.329,95",H
409070297,VULVECTOMIA AMPLIADA COM LINFADENECTOMIA,"1.710,48",H
409070300,VULVECTOMIA SIMPLES,"562,95",H
410010014,INCISAO E DRENAGEM DE ABSCESSO DA MAMA,"402,38",H
410010057,MASTECTOMIA RADICAL COM LINFADENECTOMIA,"2.199,20",H
410010065,MASTECTOMIA SIMPLES,"1.063,38",H
410010073,PLASTICA MAMARIA FEMININA NAO ESTETICA,"1.423,40",H
410010081,PLASTICA MAMARIA MASCULINA (GINECOMASTIA),"817,46",H
410010090,"PLASTICA MAMARIA RECONSTRUTIVA, POS MASTECTOMIA CO ","1.423,48",H
410010111,SETORECTOMIA,"498,19",H
410010120,SETORECTOMIA COM ESVAZIAMENTO GANGLIONAR,"1.017,66",H
411010018,DESCOLAMENTO MANUAL DA PLACENTA,"391,85",H
411010026,CESARIANA EM GESTANTE DE ALTO RISCO,"1.519,35",H
411010034,CESARIANA,"1.445,75",H
411010042,CESARIANA COM LAQUEADURA TUBARIA EM PACIENTE COM,"1.380,54",H
411010050,REDUCAO MANUAL INVERSAO UTERINA AGUDA POS-PARTO,"391,85",H
411010077,SUTURA DE LACERACOES DO TRAJETO PELVICO,"391,85",H
411010085,TRATAMENTO CIRURGICO DA INVERSAO UTERINA AGUDA PO,"1.087,67",H
411020013,CURETAGEM POS ABORTO,"391,85",H
411020021,EMBRIOTOMIA,"973,89",H
411020030,HISTERECTOMIA PUERPERAL,"1.518,50",H
411020048,CIRURGIA DA PRENHEZ ECTOPICA,"1.138,53",H
412010011,BRONCOTOMIA E/OU BRONCORRAFIA,"2.266,06",H
412010020,COLOCACAO DE MOLDE BRONQUICO POR TORACOTOMIA,"2.266,06",H
412010038,"COLOCACAO DE ORTESE TRAQUEAL TRAQUEOBRONQUICA, B ","358,84",H
412010046,COLOCACAO DE PROTESE TRAQUEAL OU TRAQUEOBRONQU,"436,56",H
412010070,RESSECCAO CARINAL (TRAQUEOBRONQUICA),"2.266,06",H
412010089,RESSECCAO DE TUMOR TRAQUEAL,"358,84",H
412010097,TRAQUEOPLASTIA (QUALQUER VIA),"839,09",H
412010100,TRAQUELOPLASTIA E LARINGOTRAQUEOPLASTIA,"1.843,15",H
412010119,TRAQUEORRAFIA (QUALQUER VIA),"774,11",H
412010127,TRAQUEOSTOMIA COM COLOCACAO DE ORTESE TRAQUEAL O,"351,26",H
412010135,CIRURGIA DA FISTULA BRONCOPLEURAL COM AMPUTACAO D,"1.966,57",H
412010143,TRATAMENTO CIRURGICO DE FISTULA TRAQUEOESOFAGICA,"2.128,40",H
412020017,MEDIASTINOTOMIA (EXPLORADORA) TRANS-ESTERNAL,"1.494,57",H
412020025,MEDIASTINOTOMIA EXTRAPLEURAL POR VIA POSTERIOR,"1.446,78",H
412020033,MEDIASTINOTOMIA PARA DRENAGEM,"1.563,62",H
412020050,RESSECCAO DO TUMOR DO MEDIASTINO,"1.849,02",H
412020068,TIMECTOMIA,"1.531,41",H
412020076,TRAQUEOSTOMIA MEDIASTINAL,"839,09",H
412020084,TRATAMENTO DE MEDIASTINITE (QUALQUER VIA),"1.907,47",H
412030012,DESCORTICACAO PULMONAR,"2.230,92",H
412030047,FECHAMENTO DE PLEUROSTOMIA,"774,11",H
412030080,TRATAMENTO OPERATORIO DA HEMORRAGIA INTRAPLEURAL,"933,96",H
412040018,COSTECTOMIA,"832,76",H
412040026,ESTERNECTOMIA COM OU SEM PROTESE,"1.812,03",H
412040034,ESTERNECTOMIA SUBTOTAL,"1.432,97",H
412040042,LIGADURA DO DUCTO-TORACICO (QUALQUER VIA),"933,96",H
412040050,MOBILIZACAO DE RETALHOS MUSCULARES OU DO OMENTO,"1.435,93",H
412040069,PLUMBAGEM EXTRAFASCIAL,"1.432,59",H
412040085,REDUCAO CIRURGICA DA FRATURA DA COSTELA,"989,30",H
412040107,RESSECCAO DE TUMOR DO DIAFRAGMA E RECONSTRUCAO (,"2.266,06",H
412040115,RETIRADA DE CORPO ESTRANHO DA PAREDE TORACICA,"871,75",H
412040123,TORACECTOMIA COM RECONSTRUCAO PARIETAL POR PROTE,"1.856,19",H
412040131,TORACECTOMIA (SEM RECONSTRUCAO PARIETAL),"1.432,59",H
412040158,TORACOPLASTIA (QUALQUER TECNICA),"1.759,04",H
412040166,TORACOTOMIA COM DRENAGEM FECHADA,"1.107,03",H
412040174,TORACOTOMIA EXPLORADORA,"1.679,70",H
412040182,TRATAMENTO CIRURGICO DOS DEFEITOS DO TORAX,"1.832,31",H
412040190,TRATAMENTO CIRURGICO DE FRATURA DO ESTERNO,"1.067,64",H
412040204,TRATAMENTO CIRURGICO DE FRATURAS DO GRADIL COSTAL,"1.067,64",H
412040212,CIRURGIA DA PAREDE TORACICA IV,"1.907,64",H
412040220,VAGOTOMIA TRONCULAR TERAPEUTICA POR TORACOTOMIA,"1.218,25",H
412050013,BULECTOMIA UNILATERAL,"1.497,56",H
412050030,LIGADURA DE ARTERIAS BRONQUICAS POR TORACOTOMIA P,"933,96",H
412050048,LOBECTOMIA,"1.633,94",H
412050064,PNEUMOMECTOMIA,"1.924,64",H
412050072,PNEUMONECTOMIA DE TOTALIZACAO,"1.497,56",H
412050080,PNEUMORRAFIA,"1.497,56",H
412050102,"SEGMENTECTOMIA ( EM CUNHA , RETANGULO, TUMORECTOM ","1.713,39",H
412050110,RESSECCAO PULMONAR PARCIAL OU TOTAL ASSOCIADO A R,"2.090,50",H
412050137,CIRURGIA REDUTORA DO VOLUME PULMONAR UNILATERAL,"1.497,56",H
412050145,METASTASECTOMIA PULMONAR UNILATERAL,"1.497,56",H
412050153,TROMBOENDARTERECTOMIA PULMONAR,"1.747,11",H
413010015,ATENDIMENTO INICIAL DE GRANDE QUEIMADO - HOSPITAL GE,"962,50",H
413010066,GRANDE QUEIMADO - ALTA COMPLEXIDADE,"3.090,50",H
413010074,INTERCORRENCIA DO PACIENTE MEDIO E GRANDE QUEIMADO,"25,00",H
413010082,MEDIO QUEIMADO - ALTA COMPLEXIDADE,"1.300,25",H
413010090,PEQUENO QUEIMADO,"367,38",H
413030016,LIPOASPIRACAO DE GIBA EM PACIENTES COM LIPODISTROFIA,"836,62",H
413030024,LIPOASPIRACAO DE PAREDE ABDOMINAL EM PACIENTES COM,"838,47",H
413030032,LIPOENXERTIA DE GLUTEO EM PACIENTE COM LIPODISTROFI,"676,99",H
413030059,PREENCHIMENTO FACIAL COM TECIDO GORDUROSO EM PAC,"241,72",H
413030067,RECONSTRUCAO GLUTEA EM PACIENTE COM LIPODISTROFIA,"876,99",H
413030075,REDUCAO MAMARIA EM PACIENTE COM LIPODISTROFIA DECO,"818,47",H
413030083,TRATAMENTO DA GINECOMASTIA EM PACIENTE COM LIPODIS,"568,89",H
413040020,RETRACAO CICATRICIAL EXTENSA - VARIOS ESTAGIOS,"1.363,83",H
413040038,DERMOLIPECTOMIA (DOIS MEMBROS INFERIORES),"1.033,83",H
413040046,DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA ( PLASTICA A,"1.210,31",H
413040054,DERMOLIPECTOMIA ABDOMINAL POS GASTROPLASTIA,"1.397,32",H
413040062,DERMOLIPECTOMIA BRAQUIAL POS GASTROPLASTIA,"1.397,27",H
413040070,DERMOLIPECTOMIA CRURAL POS GASTROPLASTIA,"1.397,32",H
413040089,MAMOPLASTIA POS GASTROPLASTIA,"1.379,77",H
413040097,PREPARO DE RETALHO,"696,62",H
413040100,PREPARO DE TUBO PEDICULADO,"872,20",H
413040119,RECONSTRUCAO DE LOBULO DA ORELHA,"552,62",H
413040127,RECONSTRUCAO DO POLO SUPERIOR DA ORELHA,"552,62",H
413040135,RECONSTRUCAO DE HELIX DA ORELHA,"552,62",H
413040143,RECONSTRUCAO TOTAL DA ORELHA (MULTIPLOS ESTAGIOS),"980,05",H
413040151,TRANSFERENCIA INTERMEDIARIA DE RETALHO,"964,95",H
413040160,TRATAMENTO CIRURGICO DA ELEFANTIASE AO NIVEL DO PE,"1.060,43",H
413040178,PERDA DE SUBSTANCIA CUTANEA - LESOES EXTENSAS PLAN,"872,20",H
413040186,TRATAMENTO CIRURGICO DA RETRACAO CICATRICIAL DA AX,"921,73",H
413040194,TRATAMENTO CIRURGICO DA RETRACAO CICATRICIAL DO CO,"745,88",H
413040208,RETRACAO CICATRICIAL DOS DEDOS DO PE SEM COMPROME,"536,02",H
413040216,RETRACAO CICATRICIAL - CORRECAO EM UM ESTAGIO,"745,88",H
413040224,TRATAMENTO CIRURGICO DA RETRACAO CICATRICIAL REGIA,"921,73",H
413040232,TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA,"552,62",H
413040240,SUTURAS E REPARACOES DE PERDA DE SUBSTANCIA DA MA,"455,53",H
414010027,MOLDAGEM OU IMPLANTE EM MUCOSA POR TRATAMENTO CO,"979,46",H
414010035,MOLDAGEM OU IMPLANTE EM PELE POR TRATAMENTO COMP,"979,46",H
414010256,TRATAMENTO CIRURGICO DA FISTULA BUCO SINUSAL OU BU,"872,12",H
414010272,TRATAMENTO CIRURGICO DA FISTULA CUTANEA DE ORIGEM,"327,64",H
414010329,CIRURGIA PARA ENUCLEACAO DE CISTO BUCO MAXILAR,"439,55",H
415010012,CIRURGIA MULTIPLA,"0,00",H
415020018,CIRURGIAS PLASTICAS CORRETIVAS SEQUENCIAS EM PACIEN,"0,00",H
415030013,POLITRAUMATIZADO,"0,00",H
415040027,DEBRIDAMENTO DA FASCEITE NECROTIZANTE,"1.213,69",H
415040035,DEBRIDAMENTO DE ULCERA OU DE TECIDOS DESVITALIZADO,"406,04",H
416010016,AMPUTACAO DO PENIS,"1.141,59",H
416010024,CISTECTOMIA TOTAL E DERIVACAO EM UM SO TEMPO,"4.739,53",H
416010040,CISTOENTEROPLASTIA,"4.764,34",H
416010075,NEFRECTOMIA TOTAL,"1.589,56",H
416010091,NEFROURETERECTOMIA TOTAL,"1.636,28",H
416010113,ORQUIECTOMIA UNILATERAL,"741,83",H
416010121,PROSTATECTOMIA,"4.497,50",H
